LeaseID,LeaseType,StartMonth,EndMonth
1504,3 Month,3/16/19,6/14/19
1508,3 Month,3/16/19,6/14/19
1512,3 Month,3/16/19,6/14/19
1516,3 Month,3/16/19,6/14/19
1520,3 Month,3/16/19,6/14/19
1524,3 Month,3/16/19,6/14/19
1528,3 Month,3/16/19,6/14/19
1532,3 Month,3/16/19,6/14/19
1536,3 Month,3/16/19,6/14/19
1540,3 Month,3/16/19,6/14/19
1544,3 Month,3/16/19,6/14/19
1548,3 Month,3/16/19,6/14/19
1552,3 Month,3/16/19,6/14/19
1556,3 Month,3/16/19,6/14/19
1560,3 Month,3/16/19,6/14/19
1564,3 Month,3/16/19,6/14/19
1568,3 Month,3/16/19,6/14/19
1572,3 Month,3/16/19,6/14/19
1576,3 Month,3/16/19,6/14/19
1580,3 Month,3/16/19,6/14/19
1584,3 Month,3/16/19,6/14/19
1588,3 Month,3/16/19,6/14/19
1592,3 Month,3/16/19,6/14/19
1596,3 Month,3/16/19,6/14/19
1600,3 Month,3/16/19,6/14/19
1604,3 Month,3/16/19,6/14/19
1608,3 Month,3/16/19,6/14/19
1612,3 Month,3/16/19,6/14/19
1616,3 Month,3/16/19,6/14/19
1620,3 Month,3/16/19,6/14/19
1624,3 Month,3/16/19,6/14/19
1628,3 Month,3/16/19,6/14/19
1632,3 Month,3/16/19,6/14/19
1636,3 Month,3/16/19,6/14/19
1640,3 Month,3/16/19,6/14/19
1644,3 Month,3/16/19,6/14/19
1648,3 Month,3/16/19,6/14/19
1652,3 Month,3/16/19,6/14/19
1656,3 Month,3/16/19,6/14/19
1660,3 Month,3/16/19,6/14/19
1664,3 Month,3/16/19,6/14/19
1668,3 Month,3/16/19,6/14/19
1672,3 Month,3/16/19,6/14/19
1676,3 Month,3/16/19,6/14/19
1680,3 Month,3/16/19,6/14/19
1684,3 Month,3/16/19,6/14/19
1688,3 Month,3/16/19,6/14/19
1692,3 Month,3/16/19,6/14/19
1696,3 Month,3/16/19,6/14/19
1700,3 Month,3/16/19,6/14/19
1704,3 Month,3/16/19,6/14/19
1708,3 Month,3/16/19,6/14/19
1712,3 Month,3/16/19,6/14/19
1716,3 Month,3/16/19,6/14/19
1720,3 Month,3/16/19,6/14/19
1724,3 Month,3/16/19,6/14/19
1728,3 Month,3/16/19,6/14/19
1732,3 Month,3/16/19,6/14/19
1736,3 Month,3/16/19,6/14/19
1740,3 Month,3/16/19,6/14/19
1744,3 Month,3/16/19,6/14/19
1748,3 Month,3/16/19,6/14/19
1752,3 Month,3/16/19,6/14/19
1756,3 Month,3/16/19,6/14/19
1760,3 Month,3/16/19,6/14/19
1764,3 Month,3/16/19,6/14/19
1768,3 Month,3/16/19,6/14/19
1772,3 Month,3/16/19,6/14/19
1776,3 Month,3/16/19,6/14/19
1780,3 Month,3/16/19,6/14/19
1784,3 Month,3/16/19,6/14/19
1788,3 Month,3/16/19,6/14/19
1792,3 Month,3/16/19,6/14/19
1796,3 Month,3/16/19,6/14/19
1800,3 Month,3/16/19,6/14/19
1804,3 Month,3/16/19,6/14/19
1808,3 Month,3/16/19,6/14/19
1812,3 Month,3/16/19,6/14/19
1816,3 Month,3/16/19,6/14/19
1820,3 Month,3/16/19,6/14/19
1824,3 Month,3/16/19,6/14/19
1828,3 Month,3/16/19,6/14/19
1832,3 Month,3/16/19,6/14/19
1836,3 Month,3/16/19,6/14/19
1840,3 Month,3/16/19,6/14/19
1844,3 Month,3/16/19,6/14/19
1848,3 Month,3/16/19,6/14/19
1852,3 Month,3/16/19,6/14/19
1856,3 Month,3/16/19,6/14/19
1860,3 Month,3/16/19,6/14/19
1864,3 Month,3/16/19,6/14/19
1868,3 Month,3/16/19,6/14/19
1872,3 Month,3/16/19,6/14/19
1876,3 Month,3/16/19,6/14/19
1880,3 Month,3/16/19,6/14/19
1884,3 Month,3/16/19,6/14/19
1888,3 Month,3/16/19,6/14/19
1892,3 Month,3/16/19,6/14/19
1896,3 Month,3/16/19,6/14/19
1900,3 Month,3/16/19,6/14/19
1904,3 Month,3/16/19,6/14/19
1908,3 Month,3/16/19,6/14/19
1912,3 Month,3/16/19,6/14/19
1916,3 Month,3/16/19,6/14/19
1920,3 Month,3/16/19,6/14/19
1924,3 Month,3/16/19,6/14/19
1928,3 Month,3/16/19,6/14/19
1932,3 Month,3/16/19,6/14/19
1936,3 Month,3/16/19,6/14/19
1940,3 Month,3/16/19,6/14/19
1944,3 Month,3/16/19,6/14/19
1948,3 Month,3/16/19,6/14/19
1952,3 Month,3/16/19,6/14/19
1956,3 Month,3/16/19,6/14/19
1960,3 Month,3/16/19,6/14/19
1964,3 Month,3/16/19,6/14/19
1968,3 Month,3/16/19,6/14/19
1972,3 Month,3/16/19,6/14/19
1976,3 Month,3/16/19,6/14/19
1980,3 Month,3/16/19,6/14/19
1984,3 Month,3/16/19,6/14/19
1988,3 Month,3/16/19,6/14/19
1992,3 Month,3/16/19,6/14/19
1996,3 Month,3/16/19,6/14/19
2000,3 Month,3/16/19,6/14/19
2004,3 Month,3/16/19,6/14/19
2008,3 Month,3/16/19,6/14/19
2012,3 Month,3/16/19,6/14/19
2016,3 Month,3/16/19,6/14/19
2020,3 Month,3/16/19,6/14/19
2024,3 Month,3/16/19,6/14/19
2028,3 Month,3/16/19,6/14/19
2032,3 Month,3/16/19,6/14/19
2036,3 Month,3/16/19,6/14/19
2040,3 Month,3/16/19,6/14/19
2044,3 Month,3/16/19,6/14/19
2048,3 Month,3/16/19,6/14/19
2052,3 Month,3/16/19,6/14/19
2056,3 Month,3/16/19,6/14/19
2060,3 Month,3/16/19,6/14/19
2064,3 Month,3/16/19,6/14/19
2068,3 Month,3/16/19,6/14/19
2072,3 Month,3/16/19,6/14/19
2076,3 Month,3/16/19,6/14/19
2080,3 Month,3/16/19,6/14/19
2084,3 Month,3/16/19,6/14/19
2088,3 Month,3/16/19,6/14/19
2092,3 Month,3/16/19,6/14/19
2096,3 Month,3/16/19,6/14/19
2100,3 Month,3/16/19,6/14/19
2104,3 Month,3/16/19,6/14/19
2108,3 Month,3/16/19,6/14/19
2112,3 Month,3/16/19,6/14/19
2116,3 Month,3/16/19,6/14/19
2120,3 Month,3/16/19,6/14/19
2124,3 Month,3/16/19,6/14/19
2128,3 Month,3/16/19,6/14/19
2132,3 Month,3/16/19,6/14/19
2136,3 Month,3/16/19,6/14/19
2140,3 Month,3/16/19,6/14/19
2144,3 Month,3/16/19,6/14/19
2148,3 Month,3/16/19,6/14/19
2152,3 Month,3/16/19,6/14/19
2156,3 Month,3/16/19,6/14/19
2160,3 Month,3/16/19,6/14/19
2164,3 Month,3/16/19,6/14/19
2168,3 Month,3/16/19,6/14/19
2172,3 Month,3/16/19,6/14/19
2176,3 Month,3/16/19,6/14/19
2180,3 Month,3/16/19,6/14/19
2184,3 Month,3/16/19,6/14/19
2188,3 Month,3/16/19,6/14/19
2192,3 Month,3/16/19,6/14/19
2196,3 Month,3/16/19,6/14/19
2200,3 Month,3/16/19,6/14/19
2204,3 Month,3/16/19,6/14/19
2208,3 Month,3/16/19,6/14/19
2212,3 Month,3/16/19,6/14/19
2216,3 Month,3/16/19,6/14/19
2220,3 Month,3/16/19,6/14/19
2224,3 Month,3/16/19,6/14/19
2228,3 Month,3/16/19,6/14/19
2232,3 Month,3/16/19,6/14/19
2236,3 Month,3/16/19,6/14/19
2240,3 Month,3/16/19,6/14/19
2244,3 Month,3/16/19,6/14/19
2248,3 Month,3/16/19,6/14/19
2252,3 Month,3/16/19,6/14/19
2256,3 Month,3/16/19,6/14/19
2260,3 Month,3/16/19,6/14/19
2264,3 Month,3/16/19,6/14/19
2268,3 Month,3/16/19,6/14/19
2272,3 Month,3/16/19,6/14/19
2276,3 Month,3/16/19,6/14/19
2280,3 Month,3/16/19,6/14/19
2284,3 Month,3/16/19,6/14/19
2288,3 Month,3/16/19,6/14/19
2292,3 Month,3/16/19,6/14/19
2296,3 Month,3/16/19,6/14/19
2300,3 Month,3/16/19,6/14/19
2304,3 Month,3/16/19,6/14/19
2308,3 Month,3/16/19,6/14/19
2312,3 Month,3/16/19,6/14/19
2316,3 Month,3/16/19,6/14/19
2320,3 Month,3/16/19,6/14/19
2324,3 Month,3/16/19,6/14/19
2328,3 Month,3/16/19,6/14/19
2332,3 Month,3/16/19,6/14/19
2336,3 Month,3/16/19,6/14/19
2340,3 Month,3/16/19,6/14/19
2344,3 Month,3/16/19,6/14/19
2348,3 Month,3/16/19,6/14/19
2352,3 Month,3/16/19,6/14/19
2356,3 Month,3/16/19,6/14/19
2360,3 Month,3/16/19,6/14/19
2364,3 Month,3/16/19,6/14/19
2368,3 Month,3/16/19,6/14/19
2372,3 Month,3/16/19,6/14/19
2376,3 Month,3/16/19,6/14/19
2380,3 Month,3/16/19,6/14/19
2384,3 Month,3/16/19,6/14/19
2388,3 Month,3/16/19,6/14/19
2392,3 Month,3/16/19,6/14/19
2396,3 Month,3/16/19,6/14/19
2400,3 Month,3/16/19,6/14/19
2404,3 Month,3/16/19,6/14/19
2408,3 Month,3/16/19,6/14/19
2412,3 Month,3/16/19,6/14/19
2416,3 Month,3/16/19,6/14/19
2420,3 Month,3/16/19,6/14/19
2424,3 Month,3/16/19,6/14/19
2428,3 Month,3/16/19,6/14/19
2432,3 Month,3/16/19,6/14/19
2436,3 Month,3/16/19,6/14/19
2440,3 Month,3/16/19,6/14/19
2444,3 Month,3/16/19,6/14/19
2448,3 Month,3/16/19,6/14/19
2452,3 Month,3/16/19,6/14/19
2456,3 Month,3/16/19,6/14/19
2460,3 Month,3/16/19,6/14/19
2464,3 Month,3/16/19,6/14/19
2468,3 Month,3/16/19,6/14/19
2472,3 Month,3/16/19,6/14/19
2476,3 Month,3/16/19,6/14/19
2480,3 Month,3/16/19,6/14/19
2484,3 Month,3/16/19,6/14/19
2488,3 Month,3/16/19,6/14/19
2492,3 Month,3/16/19,6/14/19
2496,3 Month,3/16/19,6/14/19
2500,3 Month,3/16/19,6/14/19
2504,3 Month,3/16/19,6/14/19
2508,3 Month,3/16/19,6/14/19
2512,3 Month,3/16/19,6/14/19
2516,3 Month,3/16/19,6/14/19
2520,3 Month,3/16/19,6/14/19
2524,3 Month,3/16/19,6/14/19
2528,3 Month,3/16/19,6/14/19
2532,3 Month,3/16/19,6/14/19
2536,3 Month,3/16/19,6/14/19
2540,3 Month,3/16/19,6/14/19
2544,3 Month,3/16/19,6/14/19
2548,3 Month,3/16/19,6/14/19
2552,3 Month,3/16/19,6/14/19
2556,3 Month,3/16/19,6/14/19
2560,3 Month,3/16/19,6/14/19
2564,3 Month,3/16/19,6/14/19
2568,3 Month,3/16/19,6/14/19
2572,3 Month,3/16/19,6/14/19
2576,3 Month,3/16/19,6/14/19
2580,3 Month,3/16/19,6/14/19
2584,3 Month,3/16/19,6/14/19
2588,3 Month,3/16/19,6/14/19
2592,3 Month,3/16/19,6/14/19
2596,3 Month,3/16/19,6/14/19
2600,3 Month,3/16/19,6/14/19
2604,3 Month,3/16/19,6/14/19
2608,3 Month,3/16/19,6/14/19
2612,3 Month,3/16/19,6/14/19
2616,3 Month,3/16/19,6/14/19
2620,3 Month,3/16/19,6/14/19
2624,3 Month,3/16/19,6/14/19
2628,3 Month,3/16/19,6/14/19
2632,3 Month,3/16/19,6/14/19
2636,3 Month,3/16/19,6/14/19
2640,3 Month,3/16/19,6/14/19
2644,3 Month,3/16/19,6/14/19
2648,3 Month,3/16/19,6/14/19
2652,3 Month,3/16/19,6/14/19
2656,3 Month,3/16/19,6/14/19
2660,3 Month,3/16/19,6/14/19
2664,3 Month,3/16/19,6/14/19
2668,3 Month,3/16/19,6/14/19
2672,3 Month,3/16/19,6/14/19
2676,3 Month,3/16/19,6/14/19
2680,3 Month,3/16/19,6/14/19
2684,3 Month,3/16/19,6/14/19
2688,3 Month,3/16/19,6/14/19
2692,3 Month,3/16/19,6/14/19
2696,3 Month,3/16/19,6/14/19
2700,3 Month,3/16/19,6/14/19
2704,3 Month,3/16/19,6/14/19
2708,3 Month,3/16/19,6/14/19
2712,3 Month,3/16/19,6/14/19
2716,3 Month,3/16/19,6/14/19
2720,3 Month,3/16/19,6/14/19
2724,3 Month,3/16/19,6/14/19
2728,3 Month,3/16/19,6/14/19
2732,3 Month,3/16/19,6/14/19
2736,3 Month,3/16/19,6/14/19
2740,3 Month,3/16/19,6/14/19
2744,3 Month,3/16/19,6/14/19
2748,3 Month,3/16/19,6/14/19
2752,3 Month,3/16/19,6/14/19
2756,3 Month,3/16/19,6/14/19
2760,3 Month,3/16/19,6/14/19
2764,3 Month,3/16/19,6/14/19
2768,3 Month,3/16/19,6/14/19
2772,3 Month,3/16/19,6/14/19
2776,3 Month,3/16/19,6/14/19
2780,3 Month,3/16/19,6/14/19
2784,3 Month,3/16/19,6/14/19
2788,3 Month,3/16/19,6/14/19
2792,3 Month,3/16/19,6/14/19
2796,3 Month,3/16/19,6/14/19
2800,3 Month,3/16/19,6/14/19
2804,3 Month,3/16/19,6/14/19
2808,3 Month,3/16/19,6/14/19
2812,3 Month,3/16/19,6/14/19
2816,3 Month,3/16/19,6/14/19
2820,3 Month,3/16/19,6/14/19
2824,3 Month,3/16/19,6/14/19
2828,3 Month,3/16/19,6/14/19
2832,3 Month,3/16/19,6/14/19
2836,3 Month,3/16/19,6/14/19
2840,3 Month,3/16/19,6/14/19
2844,3 Month,3/16/19,6/14/19
2848,3 Month,3/16/19,6/14/19
2852,3 Month,3/16/19,6/14/19
2856,3 Month,3/16/19,6/14/19
2860,3 Month,3/16/19,6/14/19
2864,3 Month,3/16/19,6/14/19
2868,3 Month,3/16/19,6/14/19
2872,3 Month,3/16/19,6/14/19
2876,3 Month,3/16/19,6/14/19
2880,3 Month,3/16/19,6/14/19
2884,3 Month,3/16/19,6/14/19
2888,3 Month,3/16/19,6/14/19
2892,3 Month,3/16/19,6/14/19
2896,3 Month,3/16/19,6/14/19
2900,3 Month,3/16/19,6/14/19
2904,3 Month,3/16/19,6/14/19
2908,3 Month,3/16/19,6/14/19
2912,3 Month,3/16/19,6/14/19
2916,3 Month,3/16/19,6/14/19
2920,3 Month,3/16/19,6/14/19
2924,3 Month,3/16/19,6/14/19
2928,3 Month,3/16/19,6/14/19
2932,3 Month,3/16/19,6/14/19
2936,3 Month,3/16/19,6/14/19
2940,3 Month,3/16/19,6/14/19
2944,3 Month,3/16/19,6/14/19
2948,3 Month,3/16/19,6/14/19
2952,3 Month,3/16/19,6/14/19
2956,3 Month,3/16/19,6/14/19
2960,3 Month,3/16/19,6/14/19
2964,3 Month,3/16/19,6/14/19
2968,3 Month,3/16/19,6/14/19
2972,3 Month,3/16/19,6/14/19
2976,3 Month,3/16/19,6/14/19
2980,3 Month,3/16/19,6/14/19
2984,3 Month,3/16/19,6/14/19
2988,3 Month,3/16/19,6/14/19
2992,3 Month,3/16/19,6/14/19
2996,3 Month,3/16/19,6/14/19
3000,3 Month,3/16/19,6/14/19
3004,3 Month,3/16/19,6/14/19
3008,3 Month,3/16/19,6/14/19
3012,3 Month,3/16/19,6/14/19
3016,3 Month,3/16/19,6/14/19
3020,3 Month,3/16/19,6/14/19
3024,3 Month,3/16/19,6/14/19
3028,3 Month,3/16/19,6/14/19
3032,3 Month,3/16/19,6/14/19
3036,3 Month,3/16/19,6/14/19
3040,3 Month,3/16/19,6/14/19
3044,3 Month,3/16/19,6/14/19
3048,3 Month,3/16/19,6/14/19
3052,3 Month,3/16/19,6/14/19
3056,3 Month,3/16/19,6/14/19
3060,3 Month,3/16/19,6/14/19
3064,3 Month,3/16/19,6/14/19
3068,3 Month,3/16/19,6/14/19
3072,3 Month,3/16/19,6/14/19
3076,3 Month,3/16/19,6/14/19
3080,3 Month,3/16/19,6/14/19
3084,3 Month,3/16/19,6/14/19
3088,3 Month,3/16/19,6/14/19
3092,3 Month,3/16/19,6/14/19
3096,3 Month,3/16/19,6/14/19
3100,3 Month,3/16/19,6/14/19
3104,3 Month,3/16/19,6/14/19
3108,3 Month,3/16/19,6/14/19
3112,3 Month,3/16/19,6/14/19
3116,3 Month,3/16/19,6/14/19
3120,3 Month,3/16/19,6/14/19
3124,3 Month,3/16/19,6/14/19
3128,3 Month,3/16/19,6/14/19
3132,3 Month,3/16/19,6/14/19
3136,3 Month,3/16/19,6/14/19
3140,3 Month,3/16/19,6/14/19
3144,3 Month,3/16/19,6/14/19
3148,3 Month,3/16/19,6/14/19
3152,3 Month,3/16/19,6/14/19
3156,3 Month,3/16/19,6/14/19
3160,3 Month,3/16/19,6/14/19
3164,3 Month,3/16/19,6/14/19
3168,3 Month,3/16/19,6/14/19
3172,3 Month,3/16/19,6/14/19
3176,3 Month,3/16/19,6/14/19
3180,3 Month,3/16/19,6/14/19
3184,3 Month,3/16/19,6/14/19
3188,3 Month,3/16/19,6/14/19
3192,3 Month,3/16/19,6/14/19
3196,3 Month,3/16/19,6/14/19
3200,3 Month,3/16/19,6/14/19
3204,3 Month,3/16/19,6/14/19
3208,3 Month,3/16/19,6/14/19
3212,3 Month,3/16/19,6/14/19
3216,3 Month,3/16/19,6/14/19
