RentID,Amount,LeaseID,ApartmentID
3090,3795.32,824,206
3105,1749.38,828,207
3120,2703.58,832,208
3135,2171.11,836,209
3150,3879.73,840,210
3165,2675.58,844,211
3180,3953.61,848,212
3195,2593.19,852,213
3210,1916.15,856,214
3225,2112.54,860,215
3240,3690.02,864,216
3255,844.21,868,217
3270,2635.42,872,218
3285,796.19,876,219
3300,2933.98,880,220
3315,1932.15,884,221
3330,2677.72,888,222
3345,2437.25,892,223
3360,1173,896,224
3375,2603.12,900,225
3390,2742.83,904,226
3405,1858.3,908,227
3420,1351.41,912,228
3435,3121.85,916,229
3450,3607.65,920,230
3465,2679.2,924,231
3480,2377.78,928,232
3495,2428.97,932,233
3510,1167.54,936,234
3525,1271.99,940,235
3540,936.02,944,236
3555,2956.89,948,237
3570,1840.01,952,238
3585,1329.81,956,239
3600,3121.93,960,240
3615,3844.49,964,241
3630,3929.05,968,242
3645,1350.74,972,243
3660,3935.22,976,244
3675,1991.31,980,245
3690,2377.94,984,246
3705,1444.11,988,247
3720,2136.67,992,248
3735,2613.69,996,249
3750,1125.87,1000,250
3765,2194.69,1004,251
3780,3315.84,1008,252
3795,2451.17,1012,253
3810,3062.26,1016,254
3825,2110.68,1020,255
3840,3865.72,1024,256
3855,3812.83,1028,257
3870,2703.55,1032,258
3885,3386.35,1036,259
3900,790.19,1040,260
3915,908.89,1044,261
3930,1291.71,1048,262
3945,2328.49,1052,263
3960,1076.65,1056,264
3975,2013.74,1060,265
3990,1957.53,1064,266
4005,3185.44,1068,267
4020,2342.52,1072,268
4035,2185.26,1076,269
4050,3242.9,1080,270
4065,2500.22,1084,271
4080,2382.6,1088,272
4095,3130.1,1092,273
4110,1795.28,1096,274
4125,2302.36,1100,275
4140,828.27,1104,276
4155,3031.41,1108,277
4170,3714,1112,278
4185,2310.14,1116,279
4200,969.87,1120,280
4215,3602,1124,281
4230,3951.09,1128,282
4245,1657.12,1132,283
4260,3714.16,1136,284
4275,1524.86,1140,285
4290,3510.68,1144,286
4305,2230.5,1148,287
4320,3225.89,1152,288
4335,1674.92,1156,289
4350,1059.27,1160,290
4365,831.36,1164,291
4380,2507.81,1168,292
4395,2229.61,1172,293
4410,1506.01,1176,294
4425,2108.34,1180,295
4440,890.1,1184,296
4455,2372.48,1188,297
4470,2699.2,1192,298
4485,2638.04,1196,299
4500,3203.78,1200,300
4515,2628.82,1204,301
4530,3118.12,1208,302
4545,2426.77,1212,303
4560,1787.08,1216,304
4575,2335.69,1220,305
4590,2498.73,1224,306
4605,1429.03,1228,307
4620,3958.43,1232,308
4635,2651.91,1236,309
4650,3711.79,1240,310
4665,1448.5,1244,311
4680,1035.97,1248,312
4695,3599.94,1252,313
4710,983.71,1256,314
4725,2000.21,1260,315
4740,1720.91,1264,316
4755,3799.85,1268,317
4770,2050.08,1272,318
4785,2844.24,1276,319
4800,805.88,1280,320
4815,3160.1,1284,321
4830,3940.33,1288,322
4845,2032.3,1292,323
4860,3370.76,1296,324
4875,2373.78,1300,325
4890,1893.22,1304,326
4905,1423.25,1308,327
4920,1426.83,1312,328
4935,1436.46,1316,329
4950,2864.83,1320,330
4965,1053.19,1324,331
4980,2661.24,1328,332
4995,2666.57,1332,333
5010,3844.52,1336,334
5025,3946.83,1340,335
5040,2700.41,1344,336
5055,2122.07,1348,337
5070,2842.9,1352,338
5085,2285.5,1356,339
5100,3277.79,1360,340
5115,2847.42,1364,341
5130,1050.09,1368,342
5145,1660.88,1372,343
5160,1030.86,1376,344
5175,2419.98,1380,345
5190,1053.5,1384,346
5205,1318.03,1388,347
5220,1493.23,1392,348
5235,1680.67,1396,349
5250,2106.94,1400,350
5265,3707.89,1404,351
5280,1677.12,1408,352
5295,3814.92,1412,353
5310,1047.54,1416,354
5325,1408.12,1420,355
5340,1591.65,1424,356
5355,3282,1428,357
5370,807.52,1432,358
5385,3901.37,1436,359
5400,3006.16,1440,360
5415,3995.39,1444,361
5430,2664.11,1448,362
5445,3186.29,1452,363
5460,2584.5,1456,364
5475,1468.14,1460,365
5490,2928.16,1464,366
5505,1404.68,1468,367
5520,3740.67,1472,368
5535,997.25,1476,369
5550,1960.43,1480,370
5565,1974.22,1484,371
5580,1407.79,1488,372
5595,892.1,1492,373
5610,1026.99,1496,374
5625,2713.06,1500,375
5640,797.8,1504,376
5655,1041.07,1508,377
5670,964.89,1512,378
5685,2736.39,1516,379
5700,2478.42,1520,380
5715,2108.54,1524,381
5730,2783.38,1528,382
5745,3200.85,1532,383
5760,2513.69,1536,384
5775,2329.82,1540,385
5790,1910.35,1544,386
5805,817.5,1548,387
5820,2117.19,1552,388
5835,3479.1,1556,389
5850,1114.5,1560,390
5865,3251.22,1564,391
5880,1438.92,1568,392
5895,3126.41,1572,393
5910,1456.24,1576,394
5925,1046.66,1580,395
5940,1238.81,1584,396
5955,827.35,1588,397
5970,1869.36,1592,398
5985,1413.56,1596,399
6000,3077.69,1600,400
6015,2599.27,1604,401
6030,2905.6,1608,402
6045,3001.75,1612,403
6060,3464.94,1616,404
6075,2839.19,1620,405
6090,1111.03,1624,406
6105,1449.19,1628,407
6120,2067.12,1632,408
6135,2819.09,1636,409
6150,2649.24,1640,410
6165,1283.89,1644,411
6180,2197.21,1648,412
6195,1146.22,1652,413
6210,2826.35,1656,414
6225,2570.97,1660,415
6240,3579.94,1664,416
6255,1462.21,1668,417
6270,2822.92,1672,418
6285,2119.66,1676,419
6300,2440.66,1680,420
6315,2648.99,1684,421
6330,3032.51,1688,422
6345,2866.26,1692,423
6360,1948.23,1696,424
6375,2962.73,1700,425
6390,2861.48,1704,426
6405,3406.77,1708,427
6420,1563.09,1712,428
6435,2557.28,1716,429
6450,2177.66,1720,430
6465,3140.17,1724,431
6480,3619.22,1728,432
6495,994.25,1732,433
6510,3861.76,1736,434
6525,3100.66,1740,435
6540,1229.76,1744,436
6555,1197.46,1748,437
6570,1053.1,1752,438
6585,1155.67,1756,439
6600,958.71,1760,440
6615,3354.16,1764,441
6630,1271.98,1768,442
6645,1663.77,1772,443
6660,792.13,1776,444
6675,3280.22,1780,445
6690,2855,1784,446
6705,2832.91,1788,447
6720,3134.58,1792,448
6735,2837.8,1796,449
6750,1153.79,1800,450
6765,1221.5,1804,451
6780,1865.92,1808,452
6795,2050.26,1812,453
6810,1900.32,1816,454
6825,1117.91,1820,455
6840,783.45,1824,456
6855,3249.75,1828,457
6870,2994.77,1832,458
6885,1936.77,1836,459
6900,3168.65,1840,460
6915,3920.12,1844,461
6930,2909.81,1848,462
6945,1917.39,1852,463
6960,2902.64,1856,464
6975,2996.92,1860,465
6990,3258.6,1864,466
7005,2832.83,1868,467
7020,2686.69,1872,468
7035,1796.89,1876,469
7050,2570.97,1880,470
7065,1964.61,1884,471
7080,895.06,1888,472
7095,2186.29,1892,473
7110,3032.98,1896,474
7125,1441.4,1900,475
7140,2928.51,1904,476
7155,2903.47,1908,477
7170,3201.39,1912,478
7185,2193.96,1916,479
7200,2780.39,1920,480
7215,1507.02,1924,481
7230,2342.09,1928,482
7245,2449.13,1932,483
7260,1019.98,1936,484
7275,2835.5,1940,485
7290,1109.89,1944,486
7305,909.26,1948,487
7320,3139.82,1952,488
7335,2732.26,1956,489
7350,811.97,1960,490
7365,2380.31,1964,491
7380,1634.56,1968,492
7395,3294.19,1972,493
7410,2606.76,1976,494
7425,873.39,1980,495
7440,1225.98,1984,496
7455,2732.17,1988,497
7470,3116.98,1992,498
7485,2013.73,1996,499
7500,2205.34,2000,500
7515,3192.88,2004,501
7530,3732,2008,502
7545,1480.69,2012,503
7560,2564.33,2016,504
7575,942.5,2020,505
7590,2821.82,2024,506
7605,3061.2,2028,507
7620,760.68,2032,508
7635,3998.54,2036,509
7650,3033.38,2040,510
7665,1192.35,2044,511
7680,3191.81,2048,512
7695,2851.91,2052,513
7710,3382.66,2056,514
7725,866.07,2060,515
7740,3562.47,2064,516
7755,1662.95,2068,517
7770,2005.34,2072,518
7785,1770.23,2076,519
7800,2563.26,2080,520
7815,968.05,2084,521
7830,1672.76,2088,522
7845,873.71,2092,523
7860,1397.23,2096,524
7875,3264.52,2100,525
7890,3998.03,2104,526
7905,3040.77,2108,527
7920,1236.79,2112,528
7935,3559.01,2116,529
7950,3745.86,2120,530
7965,1806.3,2124,531
7980,2344.85,2128,532
7995,3769.12,2132,533
8010,2283.21,2136,534
8025,1372.32,2140,535
8040,1603.95,2144,536
8055,3763.54,2148,537
8070,1822.23,2152,538
8085,3483.95,2156,539
8100,3225.55,2160,540
8115,1873.59,2164,541
8130,2731.72,2168,542
8145,1181.91,2172,543
8160,3046.69,2176,544
8175,1370.63,2180,545
8190,1270.22,2184,546
8205,3980.82,2188,547
8220,3927.67,2192,548
8235,3674.83,2196,549
8250,3879.34,2200,550
8265,3671.13,2204,551
8280,2109.44,2208,552
8295,1667.13,2212,553
8310,3483.24,2216,554
8325,2977.51,2220,555
8340,3784.37,2224,556
8355,861.18,2228,557
8370,1805.45,2232,558
8385,1115.19,2236,559
8400,1399.9,2240,560
8415,1247.77,2244,561
8430,3964.56,2248,562
8445,3280.5,2252,563
8460,2723.23,2256,564
8475,3356.07,2260,565
8490,1013.16,2264,566
8505,2876.55,2268,567
8520,1244.69,2272,568
8535,3796.84,2276,569
8550,1737.09,2280,570
8565,2603.4,2284,571
8580,1276.65,2288,572
8595,1141.63,2292,573
8610,2317.52,2296,574
8625,1471.3,2300,575
8640,2636.42,2304,576
8655,2702.3,2308,577
8670,1995.42,2312,578
8685,2912.95,2316,579
8700,2276.06,2320,580
8715,3090.31,2324,581
8730,2386.08,2328,582
8745,2315.46,2332,583
8760,2941.59,2336,584
8775,3366.18,2340,585
8790,3348.09,2344,586
8805,1277.13,2348,587
8820,1753.85,2352,588
8835,791.85,2356,589
8850,2565.92,2360,590
8865,968.86,2364,591
8880,1651.15,2368,592
8895,3517.9,2372,593
8910,1127.2,2376,594
8925,1028.56,2380,595
8940,2907.14,2384,596
8955,2406.77,2388,597
8970,1568.83,2392,598
8985,1479.45,2396,599
9000,3717.81,2400,600
9015,2649.85,2404,601
9030,3218.97,2408,602
9045,2348.68,2412,603
9060,1557.92,2416,604
9075,1861.09,2420,605
9090,2580.69,2424,606
9105,2223.44,2428,607
9120,2061.21,2432,608
9135,1522.38,2436,609
9150,1215.28,2440,610
9165,3886,2444,611
9180,1644.94,2448,612
9195,1182.19,2452,613
9210,3646.55,2456,614
9225,2519.5,2460,615
9240,3377.69,2464,616
9255,3845.2,2468,617
9270,1188.08,2472,618
9285,2437.43,2476,619
9300,2478.38,2480,620
9315,1876.63,2484,621
9330,2023.56,2488,622
9345,3941.46,2492,623
9360,2213.17,2496,624
9375,1216.18,2500,625
9390,1597.01,2504,626
9405,3092.38,2508,627
9420,3733.92,2512,628
9435,1270.37,2516,629
9450,2195.25,2520,630
9465,3788.26,2524,631
9480,3962.38,2528,632
9495,2252.05,2532,633
9510,2620.07,2536,634
9525,1629.64,2540,635
9540,918.48,2544,636
9555,1302.15,2548,637
9570,2256.31,2552,638
9585,1179.68,2556,639
9600,3405.96,2560,640
9615,1305.61,2564,641
9630,3117.74,2568,642
9645,1893.52,2572,643
9660,3368.36,2576,644
9675,814.33,2580,645
9690,3351.01,2584,646
9705,1042.81,2588,647
9720,3861.35,2592,648
9735,1343.34,2596,649
9750,1068.26,2600,650
9765,1627.81,2604,651
9780,3416,2608,652
9795,1444.65,2612,653
9810,2356.41,2616,654
9825,3011.12,2620,655
9840,3041.5,2624,656
9855,3184.88,2628,657
9870,2716.62,2632,658
9885,1447.62,2636,659
9900,1987.87,2640,660
9915,3073.34,2644,661
9930,777.22,2648,662
9945,3268.35,2652,663
9960,3903.83,2656,664
9975,3678.71,2660,665
9990,3758.35,2664,666
10005,2526.69,2668,667
10020,1211.79,2672,668
10035,3668.95,2676,669
10050,2054.09,2680,670
10065,3042.5,2684,671
10080,3895.01,2688,672
10095,2207.11,2692,673
10110,1260.2,2696,674
10125,804.85,2700,675
10140,2377.13,2704,676
10155,3651.54,2708,677
10170,3841.3,2712,678
10185,3777.22,2716,679
10200,3618.27,2720,680
10215,1375.16,2724,681
10230,3196.75,2728,682
10245,2908.26,2732,683
10260,983.88,2736,684
10275,3638.15,2740,685
10290,3206.09,2744,686
10305,826.48,2748,687
10320,1290.98,2752,688
10335,1853.16,2756,689
10350,1180.33,2760,690
10365,1192.11,2764,691
10380,3272.93,2768,692
10395,2883.1,2772,693
10410,985.59,2776,694
10425,1227.88,2780,695
10440,3677.14,2784,696
10455,2597.3,2788,697
10470,1780.4,2792,698
10485,2409.3,2796,699
10500,3184.82,2800,700
10515,2202.44,2804,701
10530,1423.71,2808,702
10545,930.05,2812,703
10560,2844.19,2816,704
10575,2322.02,2820,705
10590,3877.14,2824,706
10605,929.2,2828,707
10620,3283,2832,708
10635,3718.37,2836,709
10650,2359.77,2840,710
10665,3751.4,2844,711
10680,2088.39,2848,712
10695,2907.97,2852,713
10710,2179.68,2856,714
10725,1703.85,2860,715
10740,2082.77,2864,716
10755,3046.82,2868,717
10770,3564.43,2872,718
10785,2398.53,2876,719
10800,1965.72,2880,720
10815,3353.21,2884,721
10830,1470.85,2888,722
10845,3719.03,2892,723
10860,2270.71,2896,724
10875,1120.72,2900,725
10890,932.88,2904,726
10905,2206.34,2908,727
10920,1613.07,2912,728
10935,3687.43,2916,729
10950,3757.88,2920,730
10965,1713.45,2924,731
10980,2100.16,2928,732
10995,1820.61,2932,733
11010,1424.67,2936,734
11025,2593.12,2940,735
11040,1504.03,2944,736
11055,3018.61,2948,737
11070,3067.33,2952,738
11085,3354.64,2956,739
11100,2528.26,2960,740
11115,3082.79,2964,741
11130,3566.99,2968,742
11145,2375.76,2972,743
11160,1401.79,2976,744
11175,3427.78,2980,745
11190,1259.56,2984,746
11205,2784.99,2988,747
11220,2779.32,2992,748
11235,757.41,2996,749
11250,1802.08,3000,750
11265,1828.33,3004,751
11280,1455.13,3008,752
11295,1828.62,3012,753
11310,1948.18,3016,754
11325,2787.5,3020,755
11340,3684.9,3024,756
11355,1149.48,3028,757
11370,1999.59,3032,758
11385,1471.48,3036,759
11400,1646.27,3040,760
11415,3601.56,3044,761
11430,3612.48,3048,762
11445,965.74,3052,763
11460,2535.88,3056,764
11475,3657.49,3060,765
11490,1620.76,3064,766
11505,1548.52,3068,767
11520,2218.46,3072,768
11535,1438.93,3076,769
11550,984.17,3080,770
11565,3946.26,3084,771
11580,929.34,3088,772
11595,2888.63,3092,773
11610,1198.69,3096,774
11625,2497.8,3100,775
11640,1513.54,3104,776
11655,1975.81,3108,777
11670,3708.24,3112,778
11685,2527.77,3116,779
11700,1502.35,3120,780
11715,3845.48,3124,781
11730,1354.52,3128,782
11745,1184.35,3132,783
11760,2552.91,3136,784
11775,2380.41,3140,785
11790,2646.37,3144,786
11805,1983.68,3148,787
11820,1928.83,3152,788
11835,1444.21,3156,789
11850,2218.16,3160,790
11865,1677.79,3164,791
11880,3955.69,3168,792
11895,3979.82,3172,793
11910,1839.25,3176,794
11925,3238.87,3180,795
11940,2816.42,3184,796
11955,1897.67,3188,797
11970,1037.73,3192,798
11985,2439.31,3196,799
12000,1998.57,3200,800
12015,3720.41,3204,801
12030,862.91,3208,802
12045,2679.14,3212,803
12060,2250.35,3216,804
12075,2998.06,3220,805
12090,1060.28,3224,806
12105,2954.92,3228,807
12120,1118.26,3232,808
12135,3008.03,3236,809
12150,1232.69,3240,810
12165,2210.77,3244,811
12180,3748.08,3248,812
12195,2694.92,3252,813
12210,2688.88,3256,814
12225,1192.9,3260,815
12240,2844.18,3264,816
12255,3265.41,3268,817
12270,1500.26,3272,818
12285,1471.78,3276,819
12300,2935.16,3280,820
12315,3634.69,3284,821
12330,3130.98,3288,822
12345,1252.42,3292,823
12360,3488.67,3296,824
12375,1571.16,3300,825
12390,3556.42,3304,826
12405,1425.72,3308,827
12420,1964.35,3312,828
12435,3972.68,3316,829
12450,2292.3,3320,830
12465,1152.39,3324,831
12480,2997.46,3328,832
12495,2637.14,3332,833
12510,990.82,3336,834
12525,1657.11,3340,835
12540,2836.49,3344,836
12555,2115.86,3348,837
12570,1722.57,3352,838
12585,2581.64,3356,839
12600,3231.7,3360,840
12615,1617.9,3364,841
12630,2496.33,3368,842
12645,2975.87,3372,843
12660,1490.8,3376,844
12675,2479.18,3380,845
12690,3757.59,3384,846
12705,2922.72,3388,847
12720,3537.65,3392,848
12735,1285.46,3396,849
12750,1982.77,3400,850
12765,2483.77,3404,851
12780,1631.58,3408,852
12795,1923.27,3412,853
12810,3482.26,3416,854
12825,2713.28,3420,855
12840,3672.08,3424,856
12855,1107.58,3428,857
12870,3019.89,3432,858
12885,1335.44,3436,859
12900,3513.25,3440,860
12915,3121.8,3444,861
12930,3861.64,3448,862
12945,819.64,3452,863
12960,1873.48,3456,864
12975,1933.08,3460,865
12990,1846.32,3464,866
13005,1869.22,3468,867
13020,3464.5,3472,868
13035,1965.62,3476,869
13050,2790.54,3480,870
13065,2509.75,3484,871
13080,3918.02,3488,872
13095,2746.6,3492,873
13110,2551.44,3496,874
13125,2344.58,3500,875
13140,2930.12,3504,876
13155,1042.74,3508,877
13170,1851.19,3512,878
13185,3059.46,3516,879
13200,1671.23,3520,880
13215,2646.36,3524,881
13230,1383.64,3528,882
13245,1834.57,3532,883
13260,1288.28,3536,884
13275,2367.08,3540,885
13290,2381.65,3544,886
13305,1326.38,3548,887
13320,1626.13,3552,888
13335,1582.21,3556,889
13350,3230.29,3560,890
13365,1627.46,3564,891
13380,2477.32,3568,892
13395,3386.03,3572,893
13410,2137.63,3576,894
13425,3550.67,3580,895
13440,2420.64,3584,896
13455,1639.9,3588,897
13470,1220.27,3592,898
13485,2357.21,3596,899
13500,3036.05,3600,900
13515,1548.81,3604,901
13530,1977.35,3608,902
13545,2376.46,3612,903
13560,821.87,3616,904
13575,3719.6,3620,905
13590,2554.64,3624,906
13605,3957.61,3628,907
13620,3595.52,3632,908
13635,3878.19,3636,909
13650,2527.05,3640,910
13665,3997.3,3644,911
13680,2089.19,3648,912
13695,763.55,3652,913
13710,2751.58,3656,914
13725,880.84,3660,915
13740,2408.85,3664,916
13755,3292.64,3668,917
13770,2560.15,3672,918
13785,3213.07,3676,919
13800,789.29,3680,920
13815,993.13,3684,921
13830,3236.7,3688,922
13845,2829.67,3692,923
13860,2478.13,3696,924
13875,1929.4,3700,925
13890,3408.84,3704,926
13905,3647.65,3708,927
13920,2244.46,3712,928
13935,2345.97,3716,929
13950,2527.95,3720,930
13965,1950.24,3724,931
13980,2594.83,3728,932
13995,970.89,3732,933
14010,2458.41,3736,934
14025,3913.88,3740,935
14040,2719.93,3744,936
14055,1917.86,3748,937
14070,2106.52,3752,938
14085,2989.26,3756,939
14100,3369.78,3760,940
14115,1565.88,3764,941
14130,2145.13,3768,942
14145,1252.3,3772,943
14160,1892.6,3776,944
14175,2539.52,3780,945
14190,3662.51,3784,946
14205,2641.03,3788,947
14220,2333.25,3792,948
14235,895.33,3796,949
14250,1862.79,3800,950
14265,2314.98,3804,951
14280,3719.97,3808,952
14295,3980.93,3812,953
14310,786.43,3816,954
14325,839.33,3820,955
14340,1291.8,3824,956
14355,2555.8,3828,957
14370,2407.76,3832,958
14385,2122.47,3836,959
14400,1889.41,3840,960
14415,1609.66,3844,961
14430,1112.04,3848,962
14445,3802.59,3852,963
14460,1354.94,3856,964
14475,3146.5,3860,965
14490,2228.1,3864,966
14505,3930.04,3868,967
14520,2738.88,3872,968
14535,3970.56,3876,969
14550,1849.09,3880,970
14565,1214.02,3884,971
14580,1042.32,3888,972
14595,887.4,3892,973
14610,2985.37,3896,974
14625,3095.51,3900,975
14640,3829.65,3904,976
14655,1514.01,3908,977
14670,1729.54,3912,978
14685,2585.19,3916,979
14700,3228.81,3920,980
14715,3049.54,3924,981
14730,2153.01,3928,982
14745,2176.15,3932,983
14760,979.74,3936,984
14775,2892.27,3940,985
14790,3854.02,3944,986
14805,2360.88,3948,987
14820,2815.15,3952,988
14835,2352.58,3956,989
14850,3063.67,3960,990
14865,2447.31,3964,991
14880,2334.74,3968,992
14895,1386.57,3972,993
14910,3331.51,3976,994
14925,3819.85,3980,995
14940,3322.28,3984,996
14955,3518.66,3988,997
14970,3527.84,3992,998
14985,2222.48,3996,999
15000,1238.82,4000,1000
15015,813.8,4004,1001
15030,3865.07,4008,1002
15045,2431.06,4012,1003
15060,1381.47,4016,1004
15075,2238.88,4020,1005
15090,1672.32,4024,1006
15105,2829.15,4028,1007
15120,1298.28,4032,1008
15135,2717.18,4036,1009
15150,2089.95,4040,1010
15165,2243.22,4044,1011
15180,1137.98,4048,1012
15195,2469.35,4052,1013
15210,3527.84,4056,1014
15225,2925.81,4060,1015
15240,1483.4,4064,1016
15255,2864.45,4068,1017
15270,3162.22,4072,1018
15285,1339.5,4076,1019
15300,3777.5,4080,1020
15315,2449.54,4084,1021
15330,1853.48,4088,1022
15345,2024.08,4092,1023
15360,817.5,4096,1024
15375,1685.79,4100,1025
15390,3153.08,4104,1026
15405,2937.5,4108,1027
15420,3670.77,4112,1028
15435,3970.25,4116,1029
15450,1035.53,4120,1030
15465,2644.61,4124,1031
15480,832.94,4128,1032
15495,3090.1,4132,1033
15510,2347.13,4136,1034
15525,3706.06,4140,1035
15540,2531.14,4144,1036
15555,3553.37,4148,1037
15570,2751.25,4152,1038
15585,3565.66,4156,1039
15600,2839.2,4160,1040
15615,3700.89,4164,1041
15630,1674.59,4168,1042
15645,3033.07,4172,1043
15660,3804.02,4176,1044
15675,1181.98,4180,1045
15690,1011.88,4184,1046
15705,3832.62,4188,1047
15720,3685.86,4192,1048
15735,1452.72,4196,1049
15750,2075.2,4200,1050
15765,1695.2,4204,1051
15780,3953.71,4208,1052
15795,1842.52,4212,1053
15810,1158.88,4216,1054
15825,3283.13,4220,1055
15840,1515.9,4224,1056
15855,3074.76,4228,1057
15870,858.36,4232,1058
15885,2254.83,4236,1059
15900,1654.38,4240,1060
15915,3209.4,4244,1061
15930,2212.94,4248,1062
15945,3096.65,4252,1063
15960,3956.34,4256,1064
15975,3987.54,4260,1065
15990,3274.12,4264,1066
16005,1651.67,4268,1067
16020,1783.23,4272,1068
16035,3995.12,4276,1069
16050,3724.43,4280,1070
16065,3138.62,4284,1071
16080,866.69,4288,1072
16095,3982.89,4292,1073
16110,3312.38,4296,1074
16125,2028.28,4300,1075
16140,1971.74,4304,1076
16155,3742.59,4308,1077
16170,2367.27,4312,1078
16185,784.7,4316,1079
16200,1397.49,4320,1080
16215,1251.76,4324,1081
16230,867.54,4328,1082
16245,2868.59,4332,1083
16260,2510.31,4336,1084
16275,1517.28,4340,1085
16290,2934.6,4344,1086
16305,3069.15,4348,1087
16320,2231.92,4352,1088
16335,3190.11,4356,1089
16350,2232.16,4360,1090
16365,3396.68,4364,1091
16380,1175.83,4368,1092
16395,3200.48,4372,1093
16410,1655.33,4376,1094
16425,899.2,4380,1095
16440,3532.16,4384,1096
16455,1126.28,4388,1097
16470,1068.35,4392,1098
16485,1814.38,4396,1099
16500,2301.93,4400,1100
16515,3940.97,4404,1101
16530,2986.96,4408,1102
16545,910.82,4412,1103
16560,2998.32,4416,1104
16575,3017.59,4420,1105
16590,3561.24,4424,1106
16605,908.29,4428,1107
16620,1730.8,4432,1108
16635,1813.55,4436,1109
16650,1858.87,4440,1110
16665,2696.74,4444,1111
16680,2264.3,4448,1112
16695,2484.36,4452,1113
16710,1185.46,4456,1114
16725,3340.73,4460,1115
16740,3594.87,4464,1116
16755,1370.92,4468,1117
16770,2666.09,4472,1118
16785,1061.23,4476,1119
16800,2395.38,4480,1120
16815,1563.23,4484,1121
16830,1234.8,4488,1122
16845,3500.57,4492,1123
16860,1160.94,4496,1124
16875,3354.93,4500,1125
16890,1790.33,4504,1126
16905,2049.8,4508,1127
16920,2257.93,4512,1128
16935,2658.41,4516,1129
16950,3269.09,4520,1130
16965,2831.16,4524,1131
16980,3964.98,4528,1132
16995,3369.5,4532,1133
17010,2844.99,4536,1134
17025,2134.79,4540,1135
17040,1719.14,4544,1136
17055,1277.39,4548,1137
17070,2970.23,4552,1138
17085,2250.15,4556,1139
17100,3324,4560,1140
17115,3726.93,4564,1141
17130,3916.04,4568,1142
17145,3293.88,4572,1143
17160,1520.39,4576,1144
17175,3860.65,4580,1145
17190,2268.19,4584,1146
17205,3753.34,4588,1147
17220,2876.94,4592,1148
17235,972.11,4596,1149
17250,3487.52,4600,1150
17265,3142.86,4604,1151
17280,2158.17,4608,1152
17295,2667.21,4612,1153
17310,2767.06,4616,1154
17325,1235.85,4620,1155
17340,956.62,4624,1156
17355,2145.13,4628,1157
17370,2226.26,4632,1158
17385,1148.86,4636,1159
17400,1985.41,4640,1160
17415,982.67,4644,1161
17430,1316.96,4648,1162
17445,3011.47,4652,1163
17460,1357.95,4656,1164
17475,880.63,4660,1165
17490,1679.47,4664,1166
17505,2094.55,4668,1167
17520,1653.01,4672,1168
17535,3295.16,4676,1169
17550,3566.75,4680,1170
17565,2872.21,4684,1171
17580,1069.36,4688,1172
17595,2977.43,4692,1173
17610,2658.69,4696,1174
17625,3503.55,4700,1175
17640,1505.18,4704,1176
17655,2920.68,4708,1177
17670,2704.53,4712,1178
