PaymentID,PaymentDate,Type,Amount,RentID
1069,2019-03-16,Rent Expense,1653.01,2520
1070,2019-03-16,Rent Expense,3295.16,2535
1071,2019-03-16,Rent Expense,3566.75,2550
1072,2019-03-16,Rent Expense,2872.21,2565
1073,2019-03-16,Rent Expense,1069.36,2580
1074,2019-03-16,Rent Expense,2977.43,2595
1075,2019-03-16,Rent Expense,2658.69,2610
1076,2019-03-16,Rent Expense,3503.55,2625
1077,2019-03-16,Rent Expense,1505.18,2640
1078,2019-03-16,Rent Expense,2920.68,2655
1079,2019-03-16,Rent Expense,2704.53,2670
1080,2019-03-16,Rent Expense,1584.39,2685
1081,2019-03-16,Rent Expense,2894.22,2700
1082,2019-03-16,Rent Expense,3415.82,2715
1083,2019-03-16,Rent Expense,3427.06,2730
1084,2019-03-16,Rent Expense,3682.13,2745
1085,2019-03-16,Rent Expense,2152.39,2760
1086,2019-03-16,Rent Expense,1952.85,2775
1087,2019-03-16,Rent Expense,3107.14,2790
1088,2019-03-16,Rent Expense,1056.68,2805
1089,2019-03-16,Rent Expense,1336.81,2820
1090,2019-03-16,Rent Expense,2206.1,2835
1091,2019-03-16,Rent Expense,1175.24,2850
1092,2019-03-16,Rent Expense,2643.99,2865
1093,2019-03-16,Rent Expense,3324.46,2880
1094,2019-03-16,Rent Expense,1215.85,2895
1095,2019-03-16,Rent Expense,1820.7,2910
1096,2019-03-16,Rent Expense,2982.17,2925
1097,2019-03-16,Rent Expense,2001.28,2940
1098,2019-03-16,Rent Expense,1139.78,2955
1099,2019-03-16,Rent Expense,1663.5,2970
1100,2019-03-16,Rent Expense,815.17,2985
1101,2019-03-16,Rent Expense,2441.22,3000
1102,2019-03-16,Rent Expense,1321.19,3015
1103,2019-03-16,Rent Expense,3096.8,3030
1104,2019-03-16,Rent Expense,1146.3,3045
1105,2019-03-16,Rent Expense,2068.53,3060
1106,2019-03-16,Rent Expense,3348.19,3075
1107,2019-03-16,Rent Expense,3795.32,3090
1108,2019-03-16,Rent Expense,1749.38,3105
1109,2019-03-16,Rent Expense,2703.58,3120
1110,2019-03-16,Rent Expense,2171.11,3135
1111,2019-03-16,Rent Expense,3879.73,3150
1112,2019-03-16,Rent Expense,2675.58,3165
1113,2019-03-16,Rent Expense,3953.61,3180
1114,2019-03-16,Rent Expense,2593.19,3195
1115,2019-03-16,Rent Expense,1916.15,3210
1116,2019-03-16,Rent Expense,2112.54,3225
1117,2019-03-16,Rent Expense,3690.02,3240
1118,2019-03-16,Rent Expense,844.21,3255
1119,2019-03-16,Rent Expense,2635.42,3270
1120,2019-03-16,Rent Expense,796.19,3285
1121,2019-03-16,Rent Expense,2933.98,3300
1122,2019-03-16,Rent Expense,1932.15,3315
1123,2019-03-16,Rent Expense,2677.72,3330
1124,2019-03-16,Rent Expense,2437.25,3345
1125,2019-03-16,Rent Expense,1173,3360
1126,2019-03-16,Rent Expense,2603.12,3375
1127,2019-03-16,Rent Expense,2742.83,3390
1128,2019-03-16,Rent Expense,1858.3,3405
1129,2019-03-16,Rent Expense,1351.41,3420
1130,2019-03-16,Rent Expense,3121.85,3435
1131,2019-03-16,Rent Expense,3607.65,3450
1132,2019-03-16,Rent Expense,2679.2,3465
1133,2019-03-16,Rent Expense,2377.78,3480
1134,2019-03-16,Rent Expense,2428.97,3495
1135,2019-03-16,Rent Expense,1167.54,3510
1136,2019-03-16,Rent Expense,1271.99,3525
1137,2019-03-16,Rent Expense,936.02,3540
1138,2019-03-16,Rent Expense,2956.89,3555
1139,2019-03-16,Rent Expense,1840.01,3570
1140,2019-03-16,Rent Expense,1329.81,3585
1141,2019-03-16,Rent Expense,3121.93,3600
1142,2019-03-16,Rent Expense,3844.49,3615
1143,2019-03-16,Rent Expense,3929.05,3630
1144,2019-03-16,Rent Expense,1350.74,3645
1145,2019-03-16,Rent Expense,3935.22,3660
1146,2019-03-16,Rent Expense,1991.31,3675
1147,2019-03-16,Rent Expense,2377.94,3690
1148,2019-03-16,Rent Expense,1444.11,3705
1149,2019-03-16,Rent Expense,2136.67,3720
1150,2019-03-16,Rent Expense,2613.69,3735
1151,2019-03-16,Rent Expense,1125.87,3750
1152,2019-03-16,Rent Expense,2194.69,3765
1153,2019-03-16,Rent Expense,3315.84,3780
1154,2019-03-16,Rent Expense,2451.17,3795
1155,2019-03-16,Rent Expense,3062.26,3810
1156,2019-03-16,Rent Expense,2110.68,3825
1157,2019-03-16,Rent Expense,3865.72,3840
1158,2019-03-16,Rent Expense,3812.83,3855
1159,2019-03-16,Rent Expense,2703.55,3870
1160,2019-03-16,Rent Expense,3386.35,3885
1161,2019-03-16,Rent Expense,790.19,3900
1162,2019-03-16,Rent Expense,908.89,3915
1163,2019-03-16,Rent Expense,1291.71,3930
1164,2019-03-16,Rent Expense,2328.49,3945
1165,2019-03-16,Rent Expense,1076.65,3960
1166,2019-03-16,Rent Expense,2013.74,3975
1167,2019-03-16,Rent Expense,1957.53,3990
1168,2019-03-16,Rent Expense,3185.44,4005
1169,2019-03-16,Rent Expense,2342.52,4020
1170,2019-03-16,Rent Expense,2185.26,4035
1171,2019-03-16,Rent Expense,3242.9,4050
1172,2019-03-16,Rent Expense,2500.22,4065
1173,2019-03-16,Rent Expense,2382.6,4080
1174,2019-03-16,Rent Expense,3130.1,4095
1175,2019-03-16,Rent Expense,1795.28,4110
1176,2019-03-16,Rent Expense,2302.36,4125
1177,2019-03-16,Rent Expense,828.27,4140
1178,2019-03-16,Rent Expense,3031.41,4155
1179,2019-03-16,Rent Expense,3714,4170
1180,2019-03-16,Rent Expense,2310.14,4185
1181,2019-03-16,Rent Expense,969.87,4200
1182,2019-03-16,Rent Expense,3602,4215
1183,2019-03-16,Rent Expense,3951.09,4230
1184,2019-03-16,Rent Expense,1657.12,4245
1185,2019-03-16,Rent Expense,3714.16,4260
1186,2019-03-16,Rent Expense,1524.86,4275
1187,2019-03-16,Rent Expense,3510.68,4290
1188,2019-03-16,Rent Expense,2230.5,4305
1189,2019-03-16,Rent Expense,3225.89,4320
1190,2019-03-16,Rent Expense,1674.92,4335
1191,2019-03-16,Rent Expense,1059.27,4350
1192,2019-03-16,Rent Expense,831.36,4365
1193,2019-03-16,Rent Expense,2507.81,4380
1194,2019-03-16,Rent Expense,2229.61,4395
1195,2019-03-16,Rent Expense,1506.01,4410
1196,2019-03-16,Rent Expense,2108.34,4425
1197,2019-03-16,Rent Expense,890.1,4440
1198,2019-03-16,Rent Expense,2372.48,4455
1199,2019-03-16,Rent Expense,2699.2,4470
1200,2019-03-16,Rent Expense,2638.04,4485
1201,2019-03-16,Rent Expense,3203.78,4500
1202,2019-03-16,Rent Expense,2628.82,4515
1203,2019-03-16,Rent Expense,3118.12,4530
1204,2019-03-16,Rent Expense,2426.77,4545
1205,2019-03-16,Rent Expense,1787.08,4560
1206,2019-03-16,Rent Expense,2335.69,4575
1207,2019-03-16,Rent Expense,2498.73,4590
1208,2019-03-16,Rent Expense,1429.03,4605
1209,2019-03-16,Rent Expense,3958.43,4620
1210,2019-03-16,Rent Expense,2651.91,4635
1211,2019-03-16,Rent Expense,3711.79,4650
1212,2019-03-16,Rent Expense,1448.5,4665
1213,2019-03-16,Rent Expense,1035.97,4680
1214,2019-03-16,Rent Expense,3599.94,4695
1215,2019-03-16,Rent Expense,983.71,4710
1216,2019-03-16,Rent Expense,2000.21,4725
1217,2019-03-16,Rent Expense,1720.91,4740
1218,2019-03-16,Rent Expense,3799.85,4755
1219,2019-03-16,Rent Expense,2050.08,4770
1220,2019-03-16,Rent Expense,2844.24,4785
1221,2019-03-16,Rent Expense,805.88,4800
1222,2019-03-16,Rent Expense,3160.1,4815
1223,2019-03-16,Rent Expense,3940.33,4830
1224,2019-03-16,Rent Expense,2032.3,4845
1225,2019-03-16,Rent Expense,3370.76,4860
1226,2019-03-16,Rent Expense,2373.78,4875
1227,2019-03-16,Rent Expense,1893.22,4890
1228,2019-03-16,Rent Expense,1423.25,4905
1229,2019-03-16,Rent Expense,1426.83,4920
1230,2019-03-16,Rent Expense,1436.46,4935
1231,2019-03-16,Rent Expense,2864.83,4950
1232,2019-03-16,Rent Expense,1053.19,4965
1233,2019-03-16,Rent Expense,2661.24,4980
1234,2019-03-16,Rent Expense,2666.57,4995
1235,2019-03-16,Rent Expense,3844.52,5010
1236,2019-03-16,Rent Expense,3946.83,5025
1237,2019-03-16,Rent Expense,2700.41,5040
1238,2019-03-16,Rent Expense,2122.07,5055
1239,2019-03-16,Rent Expense,2842.9,5070
1240,2019-03-16,Rent Expense,2285.5,5085
1241,2019-03-16,Rent Expense,3277.79,5100
1242,2019-03-16,Rent Expense,2847.42,5115
1243,2019-03-16,Rent Expense,1050.09,5130
1244,2019-03-16,Rent Expense,1660.88,5145
1245,2019-03-16,Rent Expense,1030.86,5160
1246,2019-03-16,Rent Expense,2419.98,5175
1247,2019-03-16,Rent Expense,1053.5,5190
1248,2019-03-16,Rent Expense,1318.03,5205
1249,2019-03-16,Rent Expense,1493.23,5220
1250,2019-03-16,Rent Expense,1680.67,5235
1251,2019-03-16,Rent Expense,2106.94,5250
1252,2019-03-16,Rent Expense,3707.89,5265
1253,2019-03-16,Rent Expense,1677.12,5280
1254,2019-03-16,Rent Expense,3814.92,5295
1255,2019-03-16,Rent Expense,1047.54,5310
1256,2019-03-16,Rent Expense,1408.12,5325
1257,2019-03-16,Rent Expense,1591.65,5340
1258,2019-03-16,Rent Expense,3282,5355
1259,2019-03-16,Rent Expense,807.52,5370
1260,2019-03-16,Rent Expense,3901.37,5385
1261,2019-03-16,Rent Expense,3006.16,5400
1262,2019-03-16,Rent Expense,3995.39,5415
1263,2019-03-16,Rent Expense,2664.11,5430
1264,2019-03-16,Rent Expense,3186.29,5445
1265,2019-03-16,Rent Expense,2584.5,5460
1266,2019-03-16,Rent Expense,1468.14,5475
1267,2019-03-16,Rent Expense,2928.16,5490
1268,2019-03-16,Rent Expense,1404.68,5505
1269,2019-03-16,Rent Expense,3740.67,5520
1270,2019-03-16,Rent Expense,997.25,5535
1271,2019-03-16,Rent Expense,1960.43,5550
1272,2019-03-16,Rent Expense,1974.22,5565
1273,2019-03-16,Rent Expense,1407.79,5580
1274,2019-03-16,Rent Expense,892.1,5595
1275,2019-03-16,Rent Expense,1026.99,5610
1276,2019-03-16,Rent Expense,2713.06,5625
1277,2019-03-16,Rent Expense,797.8,5640
1278,2019-03-16,Rent Expense,1041.07,5655
1279,2019-03-16,Rent Expense,964.89,5670
1280,2019-03-16,Rent Expense,2736.39,5685
1281,2019-03-16,Rent Expense,2478.42,5700
1282,2019-03-16,Rent Expense,2108.54,5715
1283,2019-03-16,Rent Expense,2783.38,5730
1284,2019-03-16,Rent Expense,3200.85,5745
1285,2019-03-16,Rent Expense,2513.69,5760
1286,2019-03-16,Rent Expense,2329.82,5775
1287,2019-03-16,Rent Expense,1910.35,5790
1288,2019-03-16,Rent Expense,817.5,5805
1289,2019-03-16,Rent Expense,2117.19,5820
1290,2019-03-16,Rent Expense,3479.1,5835
1291,2019-03-16,Rent Expense,1114.5,5850
1292,2019-03-16,Rent Expense,3251.22,5865
1293,2019-03-16,Rent Expense,1438.92,5880
1294,2019-03-16,Rent Expense,3126.41,5895
1295,2019-03-16,Rent Expense,1456.24,5910
1296,2019-03-16,Rent Expense,1046.66,5925
1297,2019-03-16,Rent Expense,1238.81,5940
1298,2019-03-16,Rent Expense,827.35,5955
1299,2019-03-16,Rent Expense,1869.36,5970
1300,2019-03-16,Rent Expense,1413.56,5985
1301,2019-03-16,Rent Expense,3077.69,6000
1302,2019-03-16,Rent Expense,2599.27,6015
1303,2019-03-16,Rent Expense,2905.6,6030
1304,2019-03-16,Rent Expense,3001.75,6045
1305,2019-03-16,Rent Expense,3464.94,6060
1306,2019-03-16,Rent Expense,2839.19,6075
1307,2019-03-16,Rent Expense,1111.03,6090
1308,2019-03-16,Rent Expense,1449.19,6105
1309,2019-03-16,Rent Expense,2067.12,6120
1310,2019-03-16,Rent Expense,2819.09,6135
1311,2019-03-16,Rent Expense,2649.24,6150
1312,2019-03-16,Rent Expense,1283.89,6165
1313,2019-03-16,Rent Expense,2197.21,6180
1314,2019-03-16,Rent Expense,1146.22,6195
1315,2019-03-16,Rent Expense,2826.35,6210
1316,2019-03-16,Rent Expense,2570.97,6225
1317,2019-03-16,Rent Expense,3579.94,6240
1318,2019-03-16,Rent Expense,1462.21,6255
1319,2019-03-16,Rent Expense,2822.92,6270
1320,2019-03-16,Rent Expense,2119.66,6285
1321,2019-03-16,Rent Expense,2440.66,6300
1322,2019-03-16,Rent Expense,2648.99,6315
1323,2019-03-16,Rent Expense,3032.51,6330
1324,2019-03-16,Rent Expense,2866.26,6345
1325,2019-03-16,Rent Expense,1948.23,6360
1326,2019-03-16,Rent Expense,2962.73,6375
1327,2019-03-16,Rent Expense,2861.48,6390
1328,2019-03-16,Rent Expense,3406.77,6405
1329,2019-03-16,Rent Expense,1563.09,6420
1330,2019-03-16,Rent Expense,2557.28,6435
1331,2019-03-16,Rent Expense,2177.66,6450
1332,2019-03-16,Rent Expense,3140.17,6465
1333,2019-03-16,Rent Expense,3619.22,6480
1334,2019-03-16,Rent Expense,994.25,6495
1335,2019-03-16,Rent Expense,3861.76,6510
1336,2019-03-16,Rent Expense,3100.66,6525
1337,2019-03-16,Rent Expense,1229.76,6540
1338,2019-03-16,Rent Expense,1197.46,6555
1339,2019-03-16,Rent Expense,1053.1,6570
1340,2019-03-16,Rent Expense,1155.67,6585
1341,2019-03-16,Rent Expense,958.71,6600
1342,2019-03-16,Rent Expense,3354.16,6615
1343,2019-03-16,Rent Expense,1271.98,6630
1344,2019-03-16,Rent Expense,1663.77,6645
1345,2019-03-16,Rent Expense,792.13,6660
1346,2019-03-16,Rent Expense,3280.22,6675
1347,2019-03-16,Rent Expense,2855,6690
1348,2019-03-16,Rent Expense,2832.91,6705
1349,2019-03-16,Rent Expense,3134.58,6720
1350,2019-03-16,Rent Expense,2837.8,6735
1351,2019-03-16,Rent Expense,1153.79,6750
1352,2019-03-16,Rent Expense,1221.5,6765
1353,2019-03-16,Rent Expense,1865.92,6780
1354,2019-03-16,Rent Expense,2050.26,6795
1355,2019-03-16,Rent Expense,1900.32,6810
1356,2019-03-16,Rent Expense,1117.91,6825
1357,2019-03-16,Rent Expense,783.45,6840
1358,2019-03-16,Rent Expense,3249.75,6855
1359,2019-03-16,Rent Expense,2994.77,6870
1360,2019-03-16,Rent Expense,1936.77,6885
1361,2019-03-16,Rent Expense,3168.65,6900
1362,2019-03-16,Rent Expense,3920.12,6915
1363,2019-03-16,Rent Expense,2909.81,6930
1364,2019-03-16,Rent Expense,1917.39,6945
1365,2019-03-16,Rent Expense,2902.64,6960
1366,2019-03-16,Rent Expense,2996.92,6975
1367,2019-03-16,Rent Expense,3258.6,6990
1368,2019-03-16,Rent Expense,2832.83,7005
1369,2019-03-16,Rent Expense,2686.69,7020
1370,2019-03-16,Rent Expense,1796.89,7035
1371,2019-03-16,Rent Expense,2570.97,7050
1372,2019-03-16,Rent Expense,1964.61,7065
1373,2019-03-16,Rent Expense,895.06,7080
1374,2019-03-16,Rent Expense,2186.29,7095
1375,2019-03-16,Rent Expense,3032.98,7110
1376,2019-03-16,Rent Expense,1441.4,7125
1377,2019-03-16,Rent Expense,2928.51,7140
1378,2019-03-16,Rent Expense,2903.47,7155
1379,2019-03-16,Rent Expense,3201.39,7170
1380,2019-03-16,Rent Expense,2193.96,7185
1381,2019-03-16,Rent Expense,2780.39,7200
1382,2019-03-16,Rent Expense,1507.02,7215
1383,2019-03-16,Rent Expense,2342.09,7230
1384,2019-03-16,Rent Expense,2449.13,7245
1385,2019-03-16,Rent Expense,1019.98,7260
1386,2019-03-16,Rent Expense,2835.5,7275
1387,2019-03-16,Rent Expense,1109.89,7290
1388,2019-03-16,Rent Expense,909.26,7305
1389,2019-03-16,Rent Expense,3139.82,7320
1390,2019-03-16,Rent Expense,2732.26,7335
1391,2019-03-16,Rent Expense,811.97,7350
1392,2019-03-16,Rent Expense,2380.31,7365
1393,2019-03-16,Rent Expense,1634.56,7380
1394,2019-03-16,Rent Expense,3294.19,7395
1395,2019-03-16,Rent Expense,2606.76,7410
1396,2019-03-16,Rent Expense,873.39,7425
1397,2019-03-16,Rent Expense,1225.98,7440
1398,2019-03-16,Rent Expense,2732.17,7455
1399,2019-03-16,Rent Expense,3116.98,7470
1400,2019-03-16,Rent Expense,2013.73,7485
1401,2019-03-16,Rent Expense,2205.34,7500
1402,2019-03-16,Rent Expense,3192.88,7515
1403,2019-03-16,Rent Expense,3732,7530
1404,2019-03-16,Rent Expense,1480.69,7545
1405,2019-03-16,Rent Expense,2564.33,7560
1406,2019-03-16,Rent Expense,942.5,7575
1407,2019-03-16,Rent Expense,2821.82,7590
1408,2019-03-16,Rent Expense,3061.2,7605
1409,2019-03-16,Rent Expense,760.68,7620
1410,2019-03-16,Rent Expense,3998.54,7635
1411,2019-03-16,Rent Expense,3033.38,7650
1412,2019-03-16,Rent Expense,1192.35,7665
1413,2019-03-16,Rent Expense,3191.81,7680
1414,2019-03-16,Rent Expense,2851.91,7695
1415,2019-03-16,Rent Expense,3382.66,7710
1416,2019-03-16,Rent Expense,866.07,7725
1417,2019-03-16,Rent Expense,3562.47,7740
1418,2019-03-16,Rent Expense,1662.95,7755
1419,2019-03-16,Rent Expense,2005.34,7770
1420,2019-03-16,Rent Expense,1770.23,7785
1421,2019-03-16,Rent Expense,2563.26,7800
1422,2019-03-16,Rent Expense,968.05,7815
1423,2019-03-16,Rent Expense,1672.76,7830
1424,2019-03-16,Rent Expense,873.71,7845
1425,2019-03-16,Rent Expense,1397.23,7860
1426,2019-03-16,Rent Expense,3264.52,7875
1427,2019-03-16,Rent Expense,3998.03,7890
1428,2019-03-16,Rent Expense,3040.77,7905
1429,2019-03-16,Rent Expense,1236.79,7920
1430,2019-03-16,Rent Expense,3559.01,7935
1431,2019-03-16,Rent Expense,3745.86,7950
1432,2019-03-16,Rent Expense,1806.3,7965
1433,2019-03-16,Rent Expense,2344.85,7980
1434,2019-03-16,Rent Expense,3769.12,7995
1435,2019-03-16,Rent Expense,2283.21,8010
1436,2019-03-16,Rent Expense,1372.32,8025
1437,2019-03-16,Rent Expense,1603.95,8040
1438,2019-03-16,Rent Expense,3763.54,8055
1439,2019-03-16,Rent Expense,1822.23,8070
1440,2019-03-16,Rent Expense,3483.95,8085
1441,2019-03-16,Rent Expense,3225.55,8100
1442,2019-03-16,Rent Expense,1873.59,8115
1443,2019-03-16,Rent Expense,2731.72,8130
1444,2019-03-16,Rent Expense,1181.91,8145
1445,2019-03-16,Rent Expense,3046.69,8160
1446,2019-03-16,Rent Expense,1370.63,8175
1447,2019-03-16,Rent Expense,1270.22,8190
1448,2019-03-16,Rent Expense,3980.82,8205
1449,2019-03-16,Rent Expense,3927.67,8220
1450,2019-03-16,Rent Expense,3674.83,8235
1451,2019-03-16,Rent Expense,3879.34,8250
1452,2019-03-16,Rent Expense,3671.13,8265
1453,2019-03-16,Rent Expense,2109.44,8280
1454,2019-03-16,Rent Expense,1667.13,8295
1455,2019-03-16,Rent Expense,3483.24,8310
1456,2019-03-16,Rent Expense,2977.51,8325
1457,2019-03-16,Rent Expense,3784.37,8340
1458,2019-03-16,Rent Expense,861.18,8355
1459,2019-03-16,Rent Expense,1805.45,8370
1460,2019-03-16,Rent Expense,1115.19,8385
1461,2019-03-16,Rent Expense,1399.9,8400
1462,2019-03-16,Rent Expense,1247.77,8415
1463,2019-03-16,Rent Expense,3964.56,8430
1464,2019-03-16,Rent Expense,3280.5,8445
1465,2019-03-16,Rent Expense,2723.23,8460
1466,2019-03-16,Rent Expense,3356.07,8475
1467,2019-03-16,Rent Expense,1013.16,8490
1468,2019-03-16,Rent Expense,2876.55,8505
1469,2019-03-16,Rent Expense,1244.69,8520
1470,2019-03-16,Rent Expense,3796.84,8535
1471,2019-03-16,Rent Expense,1737.09,8550
1472,2019-03-16,Rent Expense,2603.4,8565
1473,2019-03-16,Rent Expense,1276.65,8580
1474,2019-03-16,Rent Expense,1141.63,8595
1475,2019-03-16,Rent Expense,2317.52,8610
1476,2019-03-16,Rent Expense,1471.3,8625
1477,2019-03-16,Rent Expense,2636.42,8640
1478,2019-03-16,Rent Expense,2702.3,8655
1479,2019-03-16,Rent Expense,1995.42,8670
1480,2019-03-16,Rent Expense,2912.95,8685
1481,2019-03-16,Rent Expense,2276.06,8700
1482,2019-03-16,Rent Expense,3090.31,8715
1483,2019-03-16,Rent Expense,2386.08,8730
1484,2019-03-16,Rent Expense,2315.46,8745
1485,2019-03-16,Rent Expense,2941.59,8760
1486,2019-03-16,Rent Expense,3366.18,8775
1487,2019-03-16,Rent Expense,3348.09,8790
1488,2019-03-16,Rent Expense,1277.13,8805
1489,2019-03-16,Rent Expense,1753.85,8820
1490,2019-03-16,Rent Expense,791.85,8835
1491,2019-03-16,Rent Expense,2565.92,8850
1492,2019-03-16,Rent Expense,968.86,8865
1493,2019-03-16,Rent Expense,1651.15,8880
1494,2019-03-16,Rent Expense,3517.9,8895
1495,2019-03-16,Rent Expense,1127.2,8910
1496,2019-03-16,Rent Expense,1028.56,8925
1497,2019-03-16,Rent Expense,2907.14,8940
1498,2019-03-16,Rent Expense,2406.77,8955
1499,2019-03-16,Rent Expense,1568.83,8970
1500,2019-03-16,Rent Expense,1479.45,8985
1501,2019-03-16,Rent Expense,3717.81,9000
1502,2019-03-16,Rent Expense,2649.85,9015
1503,2019-03-16,Rent Expense,3218.97,9030
1504,2019-03-16,Rent Expense,2348.68,9045
1505,2019-03-16,Rent Expense,1557.92,9060
1506,2019-03-16,Rent Expense,1861.09,9075
1507,2019-03-16,Rent Expense,2580.69,9090
1508,2019-03-16,Rent Expense,2223.44,9105
1509,2019-03-16,Rent Expense,2061.21,9120
1510,2019-03-16,Rent Expense,1522.38,9135
1511,2019-03-16,Rent Expense,1215.28,9150
1512,2019-03-16,Rent Expense,3886,9165
1513,2019-03-16,Rent Expense,1644.94,9180
1514,2019-03-16,Rent Expense,1182.19,9195
1515,2019-03-16,Rent Expense,3646.55,9210
1516,2019-03-16,Rent Expense,2519.5,9225
1517,2019-03-16,Rent Expense,3377.69,9240
1518,2019-03-16,Rent Expense,3845.2,9255
1519,2019-03-16,Rent Expense,1188.08,9270
1520,2019-03-16,Rent Expense,2437.43,9285
1521,2019-03-16,Rent Expense,2478.38,9300
1522,2019-03-16,Rent Expense,1876.63,9315
1523,2019-03-16,Rent Expense,2023.56,9330
1524,2019-03-16,Rent Expense,3941.46,9345
1525,2019-03-16,Rent Expense,2213.17,9360
1526,2019-03-16,Rent Expense,1216.18,9375
1527,2019-03-16,Rent Expense,1597.01,9390
1528,2019-03-16,Rent Expense,3092.38,9405
1529,2019-03-16,Rent Expense,3733.92,9420
1530,2019-03-16,Rent Expense,1270.37,9435
1531,2019-03-16,Rent Expense,2195.25,9450
1532,2019-03-16,Rent Expense,3788.26,9465
1533,2019-03-16,Rent Expense,3962.38,9480
1534,2019-03-16,Rent Expense,2252.05,9495
1535,2019-03-16,Rent Expense,2620.07,9510
1536,2019-03-16,Rent Expense,1629.64,9525
1537,2019-03-16,Rent Expense,918.48,9540
1538,2019-03-16,Rent Expense,1302.15,9555
1539,2019-03-16,Rent Expense,2256.31,9570
1540,2019-03-16,Rent Expense,1179.68,9585
1541,2019-03-16,Rent Expense,3405.96,9600
1542,2019-03-16,Rent Expense,1305.61,9615
1543,2019-03-16,Rent Expense,3117.74,9630
1544,2019-03-16,Rent Expense,1893.52,9645
1545,2019-03-16,Rent Expense,3368.36,9660
1546,2019-03-16,Rent Expense,814.33,9675
1547,2019-03-16,Rent Expense,3351.01,9690
1548,2019-03-16,Rent Expense,1042.81,9705
1549,2019-03-16,Rent Expense,3861.35,9720
1550,2019-03-16,Rent Expense,1343.34,9735
1551,2019-03-16,Rent Expense,1068.26,9750
1552,2019-03-16,Rent Expense,1627.81,9765
1553,2019-03-16,Rent Expense,3416,9780
1554,2019-03-16,Rent Expense,1444.65,9795
1555,2019-03-16,Rent Expense,2356.41,9810
1556,2019-03-16,Rent Expense,3011.12,9825
1557,2019-03-16,Rent Expense,3041.5,9840
1558,2019-03-16,Rent Expense,3184.88,9855
1559,2019-03-16,Rent Expense,2716.62,9870
1560,2019-03-16,Rent Expense,1447.62,9885
